NET_INCOME,OP_PROFIT_LOSS,TRANS_REV_PAX,MAIL,TOTAL_PROPERTY,PROP_FREIGHT,PROP_BAG,TOTAL_CHARTER,CHARTER_PAX,CHARTER_PROP,TOTAL_MISC_REV,RES_CANCEL_FEES,MISC_OP_REV,PUB_SVC_REVENUE,TRANS_REVENUE,OP_REVENUES,FLYING_OPS,MAINTENANCE,PAX_SERVICE,AIRCFT_SERVICES,PROMOTION_SALES,GENERAL_ADMIN,GENERAL_SERVICES,DEPREC_AMORT,TRANS_EXPENSES,OP_EXPENSES,INTEREST_LONG_DEBT,INTEREST_EXP_OTH,FOREIGN_EX_GAINS,CAP_GAINS_PROP,CAP_GAINS_OTHER,OTHER_INCOME_NET,NON_OP_INCOME,INCOME_PRE_TAX,INCOME_TAX,INCOME_BEFORE_OTH,DISCONT_OPS,EXTRA_ITEMS,INCOME_TAX_EXTRA,INCOME_TAX_CREDITS,ACCTG_CHANGES,AIRLINE_ID,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,CARRIER,CARRIER_NAME,UNIQUE_CARRIER_ENTITY,REGION,CARRIER_GROUP_NEW,CARRIER_GROUP,YEAR,QUARTER
5580.34,9707.00,474666.22,0.00,,0.00,0.00,,0.00,0.00,,0.00,86.16,,317.53,475069.90,165004.31,96270.01,22349.24,117308.32,525.22,60792.63,0.00,3105.32,7.86,465362.90,0.00,0.00,-0.42,0.00,0.00,-1802.65,-1803.07,7903.94,2323.60,5580.34,0.00,0.00,0.00,,0.00,20398,MQ,Envoy Air,MQ,Envoy Air,06820,D,3,3,2024,3
6107.41,6131.05,0.00,0.00,0.00,34619.42,0.00,0.00,0.00,2133.46,0.00,0.00,1029.19,0.00,0.00,37782.06,24076.67,2948.95,0.00,794.42,0.00,3760.04,0.00,70.94,0.00,31651.02,0.00,-5.73,-25.64,,,7.73,-23.64,6107.41,0.00,6107.41,,,,,,20195,WI,Sky Lease Cargo,WI,Sky Lease Cargo,16884,I,2,2,2024,3
6174.77,6242.22,0.00,0.00,,0.00,0.00,,28261.74,5975.09,,0.00,3.08,0.00,0.00,34239.91,17554.39,6657.87,2162.79,685.86,0.00,444.37,,492.42,0.00,27997.70,0.00,-67.45,0.00,0.00,0.00,0.00,-67.45,6174.77,0.00,6174.77,0.00,0.00,0.00,,0.00,19874,8C,Air Transport International,8C,Air Transport International,16028,A,2,2,2024,2
6237.09,10255.53,0.00,0.00,,57702.35,0.00,,0.00,24167.18,,0.00,780.84,0.00,0.00,82650.37,33371.60,12769.79,,9979.83,1896.86,8458.09,,2820.03,3098.63,72394.84,-3776.27,-302.26,0.00,0.00,0.00,220.65,-3857.88,6397.65,160.57,6237.09,0.00,0.00,0.00,,0.00,20151,M6,Amerijet International,M6,Amerijet International,16052,L,2,2,2024,4
6345.27,6417.51,0.00,0.00,,0.00,0.00,,29827.90,6073.33,,0.00,4.71,0.00,0.00,35905.94,19092.45,6600.23,2095.67,702.85,0.00,503.94,,493.29,0.00,29488.43,0.00,-72.24,0.00,0.00,0.00,0.00,-72.24,6345.27,0.00,6345.27,0.00,0.00,0.00,,0.00,19874,8C,Air Transport International,8C,Air Transport International,16028,A,2,2,2024,1
6462.00,6866.00,148753.00,0.00,,1104.00,518.00,,73.00,0.00,,,19815.00,0.00,1108.00,171371.00,65651.00,15762.00,14967.00,34216.00,8694.00,14299.00,,10026.00,890.00,164505.00,-1475.00,289.00,17.00,0.00,,2428.00,1259.00,8125.00,1663.00,6462.00,0.00,0.00,0.00,6462.00,0.00,19393,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,11033,L,3,3,2024,4
6473.99,329.75,,110.28,,181137.27,,,,260844.98,,,,,22689.22,464781.75,199388.44,121930.91,,33432.66,10244.00,14518.04,,20746.23,64191.72,464452.00,0.00,7657.55,,-980.10,,-0.14,6677.31,7007.06,533.07,,,,,,,20370,KAQ,Kalitta Air LLC,KAQ,Kalitta Air LLC,16683,I,3,3,2024,3
7172.05,16826.51,80184.22,0.00,,5.04,2881.63,,0.00,0.00,,247.06,160.24,0.00,3597.81,87075.99,27036.13,4572.73,9781.49,14969.51,4786.25,5490.98,,3588.78,23.63,70249.48,-5959.32,133.10,-65.53,683.71,5.49,1752.79,-3449.76,13376.75,6204.70,7172.05,0.00,0.00,0.00,0.00,0.00,20409,B6,JetBlue Airways,B6,JetBlue Airways,10875,A,3,3,2024,4
7285.13,8834.47,111080.50,0.00,,0.00,0.00,,0.00,0.00,,0.00,90275.40,0.00,0.00,201355.90,44660.75,29568.03,4979.14,81335.61,0.00,28514.31,0.00,3463.60,0.00,192521.43,0.00,0.00,0.00,-181.01,102.41,957.51,878.91,9713.38,2428.25,7285.13,0.00,0.00,0.00,,0.00,20427,PT,Piedmont Airlines,PT,Piedmont Airlines,06918,D,2,2,2024,1
7793.48,7849.43,0.00,0.00,,0.00,0.00,,30367.16,6078.60,,0.00,2.96,0.00,0.00,36448.73,18071.54,6772.29,2105.62,625.97,0.00,486.76,,537.12,0.00,28599.30,0.00,-55.95,0.00,0.00,0.00,0.00,-55.95,7793.48,0.00,7793.48,0.00,0.00,0.00,,0.00,19874,8C,Air Transport International,8C,Air Transport International,16028,A,2,2,2024,3
8556.16,8322.74,0.00,,,36959.95,0.00,,0.00,39506.80,,0.00,1318.77,0.00,0.00,77785.53,29794.50,27877.66,0.00,558.46,24.04,4600.56,,4835.27,1772.29,69462.78,0.00,1316.40,0.00,0.00,0.00,0.00,1316.40,9639.14,1082.89,8556.26,0.00,0.00,0.00,,0.00,20453,ABX,ABX Air Inc,ABX,ABX Air Inc,80006,D,2,2,2024,4
8922.27,4199.99,,123.19,,176478.19,,,,249912.96,,,,,19965.58,446479.92,194191.34,112827.27,,30561.69,11347.66,10207.69,,20541.30,62602.99,442279.93,-295.12,6418.50,,-1396.70,,-3.99,4722.70,8922.69,0.42,,,,,,,20370,KAQ,Kalitta Air LLC,KAQ,Kalitta Air LLC,16683,I,3,3,2024,2
9093.12,139538.57,6280786.05,421.24,,12328.80,296315.78,,13357.67,0.00,,20170.26,574227.88,0.00,2070132.99,9267740.68,2732876.94,1016037.61,641999.08,926955.42,348598.14,1349523.65,0.00,298636.04,1813575.23,9128202.11,-455453.12,-49453.75,-21020.54,0.00,0.00,306997.98,-218929.42,-79390.86,-88483.98,9093.12,0.00,0.00,0.00,,0.00,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,0A050,D,3,3,2024,3
9227.45,9227.45,0.00,0.00,,0.00,0.00,,0.00,10739.76,,0.00,449.29,0.00,0.00,11189.04,1116.52,344.02,0.00,494.23,0.00,6.83,0.00,0.00,0.00,1961.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9227.45,0.00,9227.45,0.00,0.00,0.00,,0.00,20169,L2,Lynden Air Cargo Airlines,L2,Lynden Air Cargo Airlines,11040,I,2,2,2024,1
9493.83,8967.16,0.00,0.00,0.00,33491.75,0.00,0.00,0.00,8987.01,0.00,0.00,1175.13,0.00,0.00,43653.89,26037.34,3705.81,0.00,885.52,0.00,3943.63,0.00,114.43,0.00,34686.72,0.00,-3.65,-16.64,,,546.96,526.67,9493.83,0.00,9493.83,,,,,,20195,WI,Sky Lease Cargo,WI,Sky Lease Cargo,16884,I,2,2,2024,4
9546.00,23157.00,103531.00,0.00,,0.00,0.00,,0.00,0.00,,0.00,292.00,0.00,0.00,103823.00,24075.00,23856.00,6227.00,5616.00,0.00,7283.00,0.00,13609.00,0.00,80666.00,-9066.00,-2316.00,0.00,555.00,0.00,31.00,-10796.00,12361.00,2815.00,9546.00,0.00,0.00,0.00,,0.00,19687,QX,Horizon Air,QX,Horizon Air,06580,D,2,2,2024,1
10999.58,10880.06,0.00,0.00,0.00,39794.44,0.00,0.00,0.00,6631.20,0.00,0.00,1256.04,0.00,0.00,47681.68,27625.44,3926.27,0.00,1349.30,0.00,3788.21,0.00,112.40,0.00,36801.62,0.00,-3.76,-13.46,,,136.74,119.52,10999.58,0.00,10999.58,,,,,,20195,WI,Sky Lease Cargo,WI,Sky Lease Cargo,16884,I,2,2,2024,2
11083.47,11580.07,0.00,0.00,,0.00,0.00,,32298.56,4198.04,,0.00,3.65,0.00,0.00,36500.25,14473.72,7158.69,1838.99,604.75,0.00,392.20,,451.83,0.00,24920.18,0.00,-33.86,0.00,0.00,0.00,0.00,-33.86,11546.21,462.74,11083.47,0.00,0.00,0.00,,0.00,19874,8C,Air Transport International,8C,Air Transport International,16028,A,2,2,2024,4
11122.11,11050.49,,0.00,,27701.67,,,,191.62,,,,,7022.94,34916.22,5195.76,9899.95,,796.24,840.94,1226.50,,5718.64,187.71,23865.74,-98.16,400.75,,-4.47,,-0.29,297.84,11348.32,226.22,,,,,,,20370,KAQ,Kalitta Air LLC,KAQ,Kalitta Air LLC,06683,D,3,3,2024,4
11779.00,12771.00,205512.00,0.00,,1460.00,698.00,,78.00,0.00,,,26748.00,0.00,1409.00,235905.00,93271.00,21274.00,17567.00,42064.00,12670.00,21822.00,,13298.00,1168.00,223134.00,-2001.00,246.00,-41.00,0.00,,4363.00,2567.00,15338.00,3559.00,11779.00,0.00,0.00,0.00,11779.00,0.00,19393,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,11033,L,3,3,2024,2
11836.49,11836.49,0.00,0.00,,0.00,0.00,,0.00,12386.34,,0.00,1401.21,0.00,405.00,14192.55,1037.42,486.26,0.00,801.27,0.75,30.35,0.00,0.00,0.00,2356.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11836.49,0.00,11836.49,0.00,0.00,0.00,,0.00,20169,L2,Lynden Air Cargo Airlines,L2,Lynden Air Cargo Airlines,11040,I,2,2,2024,3
12636.00,26712.00,112250.00,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,112250.00,24518.00,24825.00,6324.00,6086.00,0.00,9589.00,0.00,14195.00,0.00,85538.00,-9597.00,-2321.00,0.00,1341.00,0.00,125.00,-10452.00,16260.00,3624.00,12636.00,0.00,0.00,0.00,,0.00,19687,QX,Horizon Air,QX,Horizon Air,06580,D,2,2,2024,2
13481.28,24638.35,453343.05,0.00,,0.00,90753.72,,18861.26,0.00,,25227.75,38157.72,0.00,6174.79,632518.29,289083.16,58885.24,29941.75,80702.91,31461.20,60263.50,0.00,57542.19,0.00,607879.95,-23767.92,0.00,0.00,0.00,0.00,12192.54,-11575.38,13062.97,-418.31,13481.28,0.00,,0.00,0.00,0.00,20368,G4,Allegiant Air,G4,Allegiant Air,06035,D,3,3,2024,1
14713.53,14713.53,0.00,0.00,,0.00,0.00,,0.00,17417.01,,0.00,786.60,0.00,0.00,18203.60,1630.39,773.82,0.00,992.20,16.56,77.10,0.00,0.00,0.00,3490.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14713.53,0.00,14713.53,0.00,0.00,0.00,,0.00,20169,L2,Lynden Air Cargo Airlines,L2,Lynden Air Cargo Airlines,11040,I,2,2,2024,4
16381.75,34953.18,336641.64,0.00,,0.00,0.00,,0.00,0.00,,0.00,7086.68,0.00,0.00,343728.32,112373.73,105550.49,29365.32,6089.37,0.00,26771.40,0.00,28624.83,0.00,308775.14,-9198.11,-6109.02,0.00,-727.21,0.00,3854.05,-12180.30,22772.88,6391.13,16381.75,0.00,0.00,0.00,,0.00,20452,YX,Republic Airline,YX,Republic Airline,06003,D,3,3,2024,1
17112.67,17112.76,0.00,0.00,,0.00,0.00,,0.00,18664.17,,0.00,898.61,0.00,0.00,19562.78,1191.35,462.15,0.00,746.98,15.96,33.56,0.00,0.00,0.00,2450.01,0.00,0.00,0.00,0.00,0.00,-0.09,-0.09,17112.67,0.00,17112.67,0.00,0.00,0.00,,0.00,20169,L2,Lynden Air Cargo Airlines,L2,Lynden Air Cargo Airlines,11040,I,2,2,2024,2
17125.64,32032.50,360074.03,0.00,,0.00,0.00,,0.00,0.00,,0.00,9972.50,0.00,0.00,370046.53,118543.56,110727.54,32380.62,6715.53,0.00,41145.72,0.00,28501.06,0.00,338014.03,-8522.63,-5631.83,0.00,0.00,0.00,5341.86,-8812.60,23219.90,6094.26,17125.64,0.00,0.00,0.00,,0.00,20452,YX,Republic Airline,YX,Republic Airline,06003,D,3,3,2024,3
17185.48,17880.69,11620.21,0.00,,2078.38,1427.52,,3456.08,352.13,,284.81,0.00,78.66,14553.28,33851.08,6259.49,1360.43,909.11,1330.18,682.21,2149.10,0.00,3276.82,3.06,15970.40,-824.80,-7.05,0.00,0.00,-8.21,144.85,-695.20,17185.48,0.00,17185.48,0.00,0.00,0.00,,0.00,20422,SY,Sun Country Airlines d/b/a MN Airlines,SY,Sun Country Airlines d/b/a MN Airlines,16795,L,3,3,2024,4
18632.73,18895.78,9462.98,0.00,,886.29,793.30,,5086.43,184.26,,148.39,0.00,37.28,10907.31,27506.22,2956.18,540.61,369.27,1109.80,302.40,712.09,0.00,2616.53,3.57,8610.44,-314.78,-3.08,0.00,0.00,6.74,48.07,-263.05,18632.73,0.00,18632.73,0.00,0.00,0.00,,0.00,20422,SY,Sun Country Airlines d/b/a MN Airlines,SY,Sun Country Airlines d/b/a MN Airlines,16795,L,3,3,2024,3
18752.00,35161.00,116075.00,0.00,,0.00,0.00,,0.00,0.00,,0.00,1.00,0.00,0.00,116075.00,26271.00,23162.00,6854.00,6194.00,0.00,3881.00,0.00,14551.00,0.00,80914.00,-9509.00,-1711.00,0.00,-9.00,0.00,37.00,-11192.00,23969.00,5217.00,18752.00,0.00,0.00,0.00,,0.00,19687,QX,Horizon Air,QX,Horizon Air,06580,D,2,2,2024,3
19507.53,19902.56,14798.31,0.00,,1146.50,1123.43,,4127.29,0.00,,194.65,0.00,58.89,11007.25,32456.33,4386.29,721.22,880.86,2005.82,451.26,1131.73,0.00,2972.81,3.78,12553.78,-463.39,-7.31,0.00,0.00,-0.65,76.33,-395.02,19507.53,0.00,19507.53,0.00,0.00,0.00,,0.00,20422,SY,Sun Country Airlines d/b/a MN Airlines,SY,Sun Country Airlines d/b/a MN Airlines,16795,L,3,3,2024,2
20963.52,36980.27,369655.62,0.00,,0.00,0.00,,0.00,0.00,,0.00,8391.77,0.00,0.00,378047.39,118789.39,107664.71,33393.00,6390.97,0.00,46053.81,0.00,28775.25,0.00,341067.12,-8652.83,-5275.59,0.00,0.00,0.00,3901.76,-10026.66,26953.61,5990.09,20963.52,0.00,0.00,0.00,,0.00,20452,YX,Republic Airline,YX,Republic Airline,06003,D,3,3,2024,4
22227.98,41253.27,349598.69,0.00,,0.00,0.00,,0.00,0.00,,0.00,8781.12,0.00,0.00,358379.81,112079.41,102817.47,29805.06,6182.92,0.00,38443.45,0.00,27798.23,0.00,317126.54,-8448.66,-5776.36,0.00,-144.51,0.00,3630.69,-10738.84,30514.44,8286.46,22227.98,0.00,0.00,0.00,,0.00,20452,YX,Republic Airline,YX,Republic Airline,06003,D,3,3,2024,2
23257.80,31797.54,0.00,0.00,82802.49,82802.49,0.00,272952.67,28206.14,244746.53,11616.77,0.00,11616.77,0.00,0.00,367371.92,191553.88,39276.41,6126.89,39473.41,2415.40,35552.81,,21053.47,122.10,335574.37,-1304.56,-24.00,-184.18,-2718.93,0.00,-392.32,-4623.98,27173.56,3915.76,23257.80,0.00,0.00,0.00,23257.80,0.00,20007,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,06087,D,3,3,2024,3
23793.00,37657.00,118115.00,0.00,,0.00,0.00,,0.00,0.00,,0.00,105.00,0.00,0.00,118219.00,27865.00,28576.00,6269.00,3869.00,0.00,-585.00,0.00,14568.00,0.00,80562.00,-8741.00,-1114.00,0.00,1546.00,0.00,40.00,-8268.00,29389.00,5597.00,23793.00,0.00,0.00,0.00,,0.00,19687,QX,Horizon Air,QX,Horizon Air,06580,D,2,2,2024,4
25215.49,36777.84,641372.05,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,50845.99,6774.60,698992.64,271054.59,221086.98,61018.97,31010.50,575.24,40727.96,0.00,36740.56,0.00,662214.79,-2990.55,0.00,0.00,763.08,0.00,1011.00,-1216.47,35561.37,10345.88,25215.49,0.00,0.00,0.00,,0.00,20304,OO,SkyWest Airlines Inc.,OO,SkyWest Airlines Inc.,06700,D,3,3,2024,2
25539.71,18485.48,550805.87,0.00,,0.00,202770.06,,0.00,0.00,,70970.05,42426.82,0.00,23429.23,890402.03,552741.41,80338.11,53945.45,159711.56,47829.02,-40838.29,0.00,18189.30,0.00,871916.55,-6171.77,13874.71,0.00,0.00,0.00,0.00,7702.95,26188.43,648.72,25539.71,0.00,0.00,0.00,,0.00,20436,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,06460,D,3,3,2024,3
27344.98,25055.82,,133.16,,163005.95,,,,300123.16,,,,,11828.53,475090.79,196177.25,116059.36,,32129.52,11346.59,16548.80,,19702.43,58071.03,450034.97,-1.65,5407.26,,-60.31,,-3.87,5341.44,30397.26,3052.28,,,,,,,20370,KAQ,Kalitta Air LLC,KAQ,Kalitta Air LLC,16683,I,3,3,2024,4
29148.21,40935.17,0.00,0.00,,111853.76,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,111853.76,37407.47,18246.73,0.00,8067.29,74.96,4029.79,0.00,3092.35,0.00,70918.58,0.00,431.06,-5.63,-78.20,0.00,-1077.98,-730.75,40204.43,11056.22,29148.21,0.00,0.00,0.00,,0.00,19917,5X,United Parcel Service,5X,United Parcel Service,16912,L,3,3,2024,2
29153.25,38974.34,0.00,0.00,,94534.80,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,94534.80,29526.09,13404.50,0.00,7031.46,62.04,2863.19,0.00,2673.18,0.00,55560.46,0.00,469.12,4.09,13.54,0.00,-796.30,-309.55,38664.79,9511.54,29153.25,0.00,0.00,0.00,,0.00,19917,5X,United Parcel Service,5X,United Parcel Service,16912,L,3,3,2024,3
29590.98,39645.53,136275.44,0.00,,6.02,5065.77,,0.00,0.00,,350.61,273.33,0.00,5307.38,147278.54,40219.29,6515.14,15926.95,24266.20,7591.17,7630.03,,5428.31,55.92,107633.01,-3855.58,269.59,-29.07,0.00,-0.47,1164.56,-2450.96,37194.56,7603.58,29590.98,0.00,0.00,0.00,0.00,0.00,20409,B6,JetBlue Airways,B6,JetBlue Airways,10875,A,3,3,2024,2
31517.02,41029.82,0.00,0.00,,115040.69,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,115040.69,39082.00,18196.53,0.00,8743.65,73.82,4749.58,0.00,3165.29,0.00,74010.86,0.00,457.31,-1.20,-81.43,0.00,-1101.41,-726.73,40303.09,8786.08,31517.02,0.00,0.00,0.00,,0.00,19917,5X,United Parcel Service,5X,United Parcel Service,16912,L,3,3,2024,1
31707.64,47368.08,452537.78,0.00,,0.00,101291.84,,17698.94,0.00,,25588.08,45555.27,0.00,6799.90,649471.80,279778.53,59162.22,32863.09,83706.59,28616.53,58947.79,0.00,59028.97,0.00,602103.72,-22402.80,0.00,0.00,0.00,0.00,11068.21,-11334.59,36033.49,4325.85,31707.64,0.00,,0.00,0.00,0.00,20368,G4,Allegiant Air,G4,Allegiant Air,06035,D,3,3,2024,2
31969.41,40266.02,0.00,0.00,,88018.42,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,88018.42,26506.61,9792.91,0.00,6751.52,50.02,2347.69,0.00,2303.65,0.00,47752.40,0.00,5.54,42.12,84.60,0.00,-734.01,-601.74,39664.28,7694.87,31969.41,0.00,0.00,0.00,,0.00,19917,5X,United Parcel Service,5X,United Parcel Service,16912,L,3,3,2024,4
32898.73,26557.98,124680.42,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,124680.42,41260.89,30142.51,4837.28,658.99,0.00,11947.30,0.00,9275.47,0.00,98122.44,0.00,-10071.97,0.00,0.00,0.00,16412.71,6340.74,32898.73,0.00,32898.73,0.00,0.00,0.00,,0.00,20378,YV,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,06689,D,2,2,2024,1
33537.00,76170.00,624522.00,232.00,,47225.00,4397.00,,-2.00,0.00,,688.00,101823.00,0.00,24512.00,803397.00,291772.00,54614.00,71277.00,124339.00,58963.00,78539.00,,30237.00,17486.00,727227.00,-10049.00,-1472.00,0.00,2766.00,5530.00,-19104.00,-22329.00,53841.00,20304.00,33537.00,0.00,0.00,0.00,,0.00,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10262,P,3,3,2024,4
38099.85,48566.83,683635.70,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,54406.67,7086.77,745129.13,291563.54,223091.49,64347.81,36869.49,493.39,43373.37,0.00,36823.22,0.00,696562.30,-2555.50,0.00,0.00,944.07,0.00,1003.56,-607.87,47958.96,9859.11,38099.85,0.00,0.00,0.00,,0.00,20304,OO,SkyWest Airlines Inc.,OO,SkyWest Airlines Inc.,06700,D,3,3,2024,3
38160.64,52798.21,701274.43,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,58624.70,7437.74,767336.87,287186.12,244852.71,65601.04,38994.17,471.26,42963.98,0.00,34469.39,0.00,714538.67,-2994.80,0.00,0.00,4349.89,0.00,1087.68,2442.78,55240.98,17080.34,38160.64,0.00,0.00,0.00,,0.00,20304,OO,SkyWest Airlines Inc.,OO,SkyWest Airlines Inc.,06700,D,3,3,2024,4
38480.38,32883.92,557545.28,0.00,,0.00,218209.78,,0.00,0.00,,68106.66,35176.77,0.00,24874.35,903912.84,540207.61,65536.77,54935.67,154309.22,47002.42,-8756.39,0.00,17793.62,0.00,871028.92,-5305.08,12661.87,0.00,0.00,0.00,0.00,7356.79,40240.71,1760.33,38480.38,0.00,0.00,0.00,,0.00,20436,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,06460,D,3,3,2024,2
40443.78,42264.74,57846.33,0.00,,5023.76,6083.44,,7019.21,0.00,,1092.08,0.00,379.30,14771.92,92216.05,23173.75,3718.73,3480.25,4549.23,2588.14,5742.84,0.00,6634.59,63.78,49951.30,-2293.45,-16.02,0.00,0.00,-28.93,517.43,-1820.97,40443.78,0.00,40443.78,0.00,0.00,0.00,,0.00,20422,SY,Sun Country Airlines d/b/a MN Airlines,SY,Sun Country Airlines d/b/a MN Airlines,16795,L,3,3,2024,1
40540.39,54213.65,0.00,0.00,,330667.47,0.00,,0.00,0.00,,0.00,12382.73,0.00,0.00,343051.63,180688.41,50823.79,0.00,28535.36,240.91,15500.49,0.00,13049.02,0.00,288837.98,0.00,1492.45,-3.91,-265.75,0.00,-3594.52,-2371.72,51841.94,11301.54,40540.39,0.00,0.00,0.00,,0.00,19917,5X,United Parcel Service,5X,United Parcel Service,16911,A,3,3,2024,1
42154.86,42154.86,1953565.89,4480.65,,121446.62,15046.13,,0.00,0.00,,4142.42,183848.56,0.00,46741.83,2329272.10,962482.96,314085.37,204373.70,292472.83,109710.26,300918.14,0.00,95205.87,7868.12,2287117.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42154.86,0.00,42154.86,0.00,0.00,0.00,,0.00,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10049,A,3,3,2024,2
42845.00,103737.00,778638.00,0.00,,18232.00,40805.00,,1880.00,0.00,,5874.00,115722.00,0.00,67125.00,1028276.00,347383.00,90706.00,84361.00,136272.00,69880.00,98368.00,,48724.00,48845.00,924539.00,-13010.00,-1506.00,0.00,-645.00,0.00,-14672.00,-29833.00,73904.00,31059.00,42845.00,0.00,0.00,0.00,,0.00,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10260,L,3,3,2024,2
43630.60,59039.03,0.00,22.77,,300071.32,0.00,,0.00,0.00,,0.00,17856.76,0.00,0.00,317950.85,165452.11,43021.03,0.00,26656.98,235.20,10854.66,0.00,12691.85,0.00,258911.82,0.00,1778.50,15.52,51.32,0.00,-3018.86,-1173.52,57865.51,14234.92,43630.60,0.00,0.00,0.00,,0.00,19917,5X,United Parcel Service,5X,United Parcel Service,16911,A,3,3,2024,3
45332.63,64873.37,0.00,0.00,,327737.11,0.00,,0.00,0.00,,0.00,14723.14,0.00,0.00,342460.25,174505.48,51455.29,0.00,25895.03,240.63,12935.13,0.00,12555.31,0.00,277586.88,0.00,1383.65,-18.06,-251.00,0.00,-3460.18,-2345.60,62527.77,17195.14,45332.63,0.00,0.00,0.00,,0.00,19917,5X,United Parcel Service,5X,United Parcel Service,16911,A,3,3,2024,2
47486.14,61423.18,0.00,3.38,,307475.27,0.00,,0.00,0.00,,0.00,14923.26,0.00,0.00,322401.91,165154.18,45032.14,0.00,28132.77,208.44,9782.55,0.00,12668.64,0.00,260978.73,0.00,23.08,175.52,352.53,0.00,-3058.51,-2507.38,58915.80,11429.67,47486.14,0.00,0.00,0.00,,0.00,19917,5X,United Parcel Service,5X,United Parcel Service,16911,A,3,3,2024,4
48066.49,46547.84,0.00,0.00,,0.00,0.00,,0.00,219781.60,,0.00,141.29,0.00,0.00,219922.89,130956.96,15585.52,1067.21,14043.11,2.15,9322.26,,2397.86,0.00,173375.06,0.03,0.00,-48.84,0.00,0.00,1567.46,1518.65,48066.49,0.00,48066.49,0.00,0.00,0.00,,0.00,20405,N8,National Air Cargo Group Inc d/ba National Airlines,N8,National Air Cargo Group Inc d/ba National Airline,11049,I,2,2,2024,4
48452.00,66499.00,,0.00,,163673.00,,,,5804.00,,,30494.00,,235616.00,435587.00,55847.00,16554.00,,49174.00,9145.00,22964.00,,26467.00,188937.00,369088.00,-251.00,-991.00,-1694.00,0.00,,1344.00,-1592.00,64907.00,16455.00,48452.00,,,,,,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,16195,L,3,3,2024,4
50728.71,55953.15,0.00,0.00,85020.06,85020.06,0.00,276631.98,32586.23,244045.74,13377.44,0.00,13377.44,0.00,0.00,375029.47,185747.25,42136.57,6548.97,42478.31,3409.39,21651.96,,17018.76,85.11,319076.32,-1132.76,-0.54,-351.64,-2932.88,0.00,16.12,-4401.70,51551.45,822.74,50728.71,0.00,0.00,0.00,50728.71,0.00,20007,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,06087,D,3,3,2024,1
55175.00,71174.00,,0.00,,165010.00,,,,19787.00,,,18552.00,,237539.00,440888.00,45842.00,25518.00,,49706.00,8896.00,25189.00,,22606.00,191957.00,369714.00,-145.00,-1374.00,936.00,0.00,,2569.00,1986.00,73160.00,17985.00,55175.00,,,,,,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,16195,L,3,3,2024,3
55479.89,62410.56,0.00,0.00,82250.07,82250.07,0.00,294953.92,34928.62,260025.29,11747.61,0.00,11747.61,0.00,0.00,388951.59,192376.52,41564.98,6615.23,40119.86,3519.03,24980.27,,17246.79,118.37,326541.04,-462.57,-1.67,-195.96,0.00,0.00,-932.73,-1592.93,60817.62,5337.74,55479.89,0.00,0.00,0.00,55479.89,0.00,20007,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,06087,D,3,3,2024,2
55844.00,58149.00,637888.00,0.00,,17574.00,34438.00,,254.00,0.00,,5113.00,96843.00,0.00,37792.00,829902.00,286937.00,72724.00,82306.00,126545.00,60694.00,72772.00,,42075.00,27700.00,771753.00,-10643.00,-1464.00,0.00,1937.00,3800.00,20571.00,14201.00,72350.00,16506.00,55844.00,0.00,0.00,0.00,,0.00,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10260,L,3,3,2024,3
58094.81,49385.38,633808.36,0.00,,0.00,204911.86,,0.00,0.00,,62315.23,45499.42,0.00,22766.75,969301.62,540455.14,94014.08,51603.71,171335.57,46587.73,-2863.91,0.00,18783.92,0.00,919916.24,-6379.08,12836.69,0.00,0.00,0.00,0.00,6457.61,55843.00,-2251.82,58094.81,0.00,0.00,0.00,,0.00,20436,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,06460,D,3,3,2024,4
