NET_INCOME,OP_PROFIT_LOSS,TRANS_REV_PAX,MAIL,TOTAL_PROPERTY,PROP_FREIGHT,PROP_BAG,TOTAL_CHARTER,CHARTER_PAX,CHARTER_PROP,TOTAL_MISC_REV,RES_CANCEL_FEES,MISC_OP_REV,PUB_SVC_REVENUE,TRANS_REVENUE,OP_REVENUES,FLYING_OPS,MAINTENANCE,PAX_SERVICE,AIRCFT_SERVICES,PROMOTION_SALES,GENERAL_ADMIN,GENERAL_SERVICES,DEPREC_AMORT,TRANS_EXPENSES,OP_EXPENSES,INTEREST_LONG_DEBT,INTEREST_EXP_OTH,FOREIGN_EX_GAINS,CAP_GAINS_PROP,CAP_GAINS_OTHER,OTHER_INCOME_NET,NON_OP_INCOME,INCOME_PRE_TAX,INCOME_TAX,INCOME_BEFORE_OTH,DISCONT_OPS,EXTRA_ITEMS,INCOME_TAX_EXTRA,INCOME_TAX_CREDITS,ACCTG_CHANGES,AIRLINE_ID,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,CARRIER,CARRIER_NAME,UNIQUE_CARRIER_ENTITY,REGION,CARRIER_GROUP_NEW,CARRIER_GROUP,YEAR,QUARTER
65614.00,36965.00,5799439.00,0.00,,42337.00,20789.00,,1935.00,0.00,,,777374.00,0.00,43186.00,6685060.00,2651287.00,644833.00,566707.00,1273574.00,365898.00,684272.00,,427514.00,34010.00,6648095.00,-60720.00,8086.00,2379.00,0.00,,99615.00,49360.00,86325.00,20711.00,65614.00,0.00,0.00,0.00,65614.00,0.00,19393,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,06725,D,3,3,2024,3
70247.10,299543.33,6168960.36,687.82,,15080.06,247060.97,,3249.61,0.00,,12614.59,595678.86,0.00,1830172.29,8873504.56,2816457.61,963596.65,583219.27,875214.71,310650.30,1001360.50,0.00,296845.90,1726616.30,8573961.23,-476785.89,-43163.27,-7417.86,0.00,0.00,228363.54,-299003.48,539.85,-69707.25,70247.10,0.00,0.00,0.00,,0.00,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,0A050,D,3,3,2024,1
70542.00,126854.00,814852.00,0.00,,22511.00,42752.00,,1713.00,0.00,,4897.00,134393.00,0.00,49057.00,1070175.00,325501.00,91542.00,94147.00,164236.00,77881.00,103740.00,,51279.00,34995.00,943321.00,-13273.00,-1945.00,0.00,3653.00,7305.00,-25233.00,-29493.00,97361.00,26819.00,70542.00,0.00,0.00,0.00,,0.00,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10260,L,3,3,2024,4
70577.63,94118.89,154808.07,0.00,,10.52,6905.13,,0.00,0.00,,439.80,384.00,0.00,6524.72,169072.25,27300.53,4213.35,11619.30,18594.97,4488.66,5244.81,,3472.75,19.00,74953.36,-3820.00,128.23,-21.70,84.80,24.32,1983.80,-1620.55,92498.34,21920.71,70577.63,0.00,0.00,0.00,0.00,0.00,20409,B6,JetBlue Airways,B6,JetBlue Airways,10875,A,3,3,2024,3
73197.00,75330.00,613623.00,83.00,,30929.00,3766.00,,237.00,0.00,,556.00,90014.00,0.00,22168.00,761376.00,278868.00,47140.00,76202.00,117160.00,56194.00,67376.00,,26858.00,16248.00,686046.00,-9853.00,-1355.00,0.00,1793.00,3518.00,19046.00,13149.00,88479.00,15282.00,73197.00,0.00,0.00,0.00,,0.00,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10262,P,3,3,2024,3
74909.25,90385.57,0.00,0.00,84421.33,84421.33,0.00,329122.37,32703.35,296419.02,13168.92,0.00,13168.92,0.00,0.00,426712.62,198833.42,38364.72,6425.92,41687.80,3661.47,21664.39,,25533.53,155.80,336327.05,-1742.45,-30.55,-253.40,-536.23,0.00,-234.96,-2797.59,87587.98,12678.73,74909.25,0.00,0.00,0.00,74909.25,0.00,20007,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,06087,D,3,3,2024,4
82519.95,66491.57,609482.61,64.65,,22717.34,17194.45,,671.69,0.00,,50.04,4526.21,0.00,57027.14,711734.14,244251.02,81242.88,65953.99,102687.24,36243.33,81916.64,,31191.14,1756.34,645242.57,-9258.57,-11498.09,6715.34,-183.35,-9.13,19202.90,4969.11,71460.67,-11059.28,82519.95,0.00,0.00,0.00,,0.00,19690,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,05375,D,3,3,2024,4
83363.00,130049.00,618796.00,-55.00,,36193.00,3584.00,,463.00,0.00,,562.00,89228.00,0.00,24618.00,773389.00,257618.00,45588.00,64679.00,104477.00,53576.00,75417.00,,24071.00,17914.00,643340.00,-9975.00,-1154.00,0.00,-495.00,0.00,-11249.00,-22873.00,107176.00,23813.00,83363.00,0.00,0.00,0.00,,0.00,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10262,P,3,3,2024,2
86849.83,165239.23,1317442.94,31893.81,,132160.62,10693.27,,1298.80,,,2846.38,552.61,,34162.38,1531050.80,619104.75,100510.68,159686.62,165629.83,82243.26,132273.38,,82043.90,24319.17,1365811.56,-56554.63,30457.81,-6272.26,,,-17042.40,-49411.49,115827.75,28977.92,86849.83,,,,86849.83,,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10877,P,3,3,2024,3
94727.07,134027.73,0.00,117.40,,564174.08,0.00,,0.00,0.00,,0.00,562.49,0.00,0.00,564853.97,282164.43,72741.33,0.00,37200.92,345.69,18582.67,0.00,19791.20,0.00,430826.24,0.00,1987.75,-25.95,-360.59,0.00,-4970.91,-3369.70,130658.03,35930.96,94727.07,0.00,0.00,0.00,,0.00,19917,5X,United Parcel Service,5X,United Parcel Service,16913,P,3,3,2024,2
96655.44,126591.21,0.00,70.86,,518444.42,0.00,,0.00,0.00,,0.00,465.12,0.00,0.00,518980.40,253836.26,64511.58,0.00,35985.12,303.80,19547.22,0.00,18205.21,0.00,392389.19,0.00,1882.09,-4.92,-335.12,0.00,-4532.94,-2990.90,123600.31,26944.87,96655.44,0.00,0.00,0.00,,0.00,19917,5X,United Parcel Service,5X,United Parcel Service,16913,P,3,3,2024,1
108404.13,148196.31,0.00,0.00,194747.80,194747.80,0.00,759237.67,75441.89,683795.78,30378.79,0.00,30378.79,0.00,0.00,984364.27,525246.33,86137.09,14823.66,96167.73,8446.47,45935.86,,59051.42,359.41,836167.96,-8110.15,-70.47,-584.56,-1237.00,0.00,-542.01,-10544.19,137652.12,29248.00,108404.13,0.00,0.00,0.00,108404.13,0.00,20007,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,16087,I,3,3,2024,4
115598.04,155063.11,0.00,187.16,,574592.28,0.00,,0.00,0.00,,0.00,501.52,0.00,0.00,575280.96,276664.98,67084.99,0.00,39753.51,350.75,16187.54,0.00,20176.07,0.00,420217.85,0.00,2652.27,23.15,76.54,0.00,-4502.02,-1750.07,153313.05,37715.01,115598.04,0.00,0.00,0.00,,0.00,19917,5X,United Parcel Service,5X,United Parcel Service,16913,P,3,3,2024,3
122528.32,122528.32,1325742.51,1002.12,,29462.44,74568.67,,0.00,0.00,,3275.47,118053.14,0.00,29858.10,1581962.45,542749.24,204756.56,130116.09,187869.14,70761.96,258418.54,0.00,60001.87,4760.74,1459434.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,122528.32,0.00,122528.32,0.00,0.00,0.00,,0.00,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10050,L,3,3,2024,3
128231.38,162646.17,0.00,117.46,,561417.31,0.00,,0.00,0.00,,0.00,491.97,0.00,0.00,562026.73,257402.06,68489.67,0.00,39832.81,295.13,13850.98,0.00,19509.91,0.00,399380.56,0.00,32.68,248.52,499.14,0.00,-4330.51,-3550.16,159096.01,30864.63,128231.38,0.00,0.00,0.00,,0.00,19917,5X,United Parcel Service,5X,United Parcel Service,16913,P,3,3,2024,4
128559.96,202644.44,1458736.34,37024.03,,195146.85,11229.03,,1702.47,,,3013.45,588.34,,33824.38,1741264.90,659640.63,106244.81,179055.22,186588.96,102738.95,181107.28,,96117.76,27126.86,1538620.46,-62596.86,33291.22,1411.88,,,-4140.35,-32034.11,170610.33,42050.38,128559.96,,,,128559.96,,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10877,P,3,3,2024,4
130732.00,78340.42,427841.95,0.00,,0.00,89385.01,,23541.11,0.00,,23327.85,40258.04,0.00,5369.03,609722.99,242864.58,62853.50,32450.39,79789.82,23530.68,31562.08,0.00,58331.53,0.00,531382.58,-22363.91,0.00,0.00,0.00,0.00,9289.20,-13074.70,65265.71,-65466.28,130732.00,0.00,,0.00,0.00,0.00,20368,G4,Allegiant Air,G4,Allegiant Air,06035,D,3,3,2024,4
130945.00,141728.00,1788483.00,8890.00,,23807.00,89880.00,,7354.00,255.00,,35967.00,40470.00,4251.00,581066.00,2580424.00,755297.00,203951.00,190067.00,364610.00,136644.00,260368.00,,109693.00,418067.00,2438696.00,-28486.00,3500.00,0.00,-2491.00,403.00,35419.00,8346.00,150073.00,19128.00,130945.00,0.00,0.00,0.00,,0.00,19930,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,06031,D,3,3,2024,4
134829.11,276336.92,5534622.08,5028.28,,91302.58,205179.86,,17072.65,,,13507.66,2233.77,,1924660.97,7793607.83,2406308.24,728951.15,514816.17,1547641.12,380508.95,532157.75,,366912.28,1039975.25,7517270.92,-239468.34,127681.19,-3828.20,,,-21349.05,-136964.40,139372.52,4543.41,134829.11,,,,134829.11,,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,0A875,D,3,3,2024,1
148288.99,227457.54,1363951.24,30879.66,,150834.66,10559.14,,5869.25,,,2776.12,628.36,,35756.37,1601254.80,636811.17,88664.57,154658.82,174504.31,92222.38,120696.49,,81466.73,24772.80,1373797.26,-64569.54,32297.34,993.92,,,-1404.95,-32683.23,194774.31,46485.32,148288.99,,,,148288.99,,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10877,P,3,3,2024,2
161889.07,161889.07,1445596.76,1075.55,,29093.29,79083.83,,0.00,0.00,,3087.64,133297.29,0.00,34007.19,1725241.55,630239.26,221340.04,143433.00,205561.48,77035.94,213160.61,0.00,67057.56,5524.60,1563352.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,161889.07,0.00,161889.07,0.00,0.00,0.00,,0.00,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10050,L,3,3,2024,2
169897.86,169897.86,1778456.60,1683.16,,36538.77,76252.71,,0.00,0.00,,2841.15,175690.56,0.00,44567.35,2116030.29,792779.69,274124.94,165843.75,248972.34,88274.38,286310.87,0.00,84457.44,5369.03,1946132.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,169897.86,0.00,169897.86,0.00,0.00,0.00,,0.00,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10050,L,3,3,2024,1
185860.40,185860.40,1546261.55,1713.20,,48385.48,74712.46,,0.00,0.00,,4154.45,169741.90,0.00,37259.84,1882228.88,630476.59,261549.42,165680.81,227528.44,90081.55,235118.04,0.00,80231.69,5701.94,1696368.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,185860.40,0.00,185860.40,0.00,0.00,0.00,,0.00,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10050,L,3,3,2024,4
194936.40,289389.41,2314720.63,8022.07,,137046.89,25656.39,,459.70,,,4870.47,741.31,,63366.22,2554883.68,877682.58,206882.08,271123.27,329865.89,144875.81,239365.23,,155191.10,40508.30,2265494.26,-67285.48,45099.73,-3007.85,,,-5539.85,-30733.44,258655.97,63719.58,194936.40,,,,194936.40,,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10874,A,3,3,2024,4
195069.00,568984.00,6357024.00,2666.00,,59564.00,174121.00,,65786.00,489.00,,26337.00,861933.00,0.00,2676003.00,10223923.00,2709508.00,816141.00,815811.00,1460551.00,656009.00,685781.00,,442320.00,2068818.00,9654939.00,-156051.00,-12253.00,-3287.00,3896.00,0.00,-145787.00,-313482.00,255502.00,60433.00,195069.00,0.00,0.00,0.00,,0.00,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,01260,D,3,3,2024,1
202769.00,326762.00,1845349.00,5109.00,,94135.00,26394.00,,1964.00,0.00,,7053.00,298055.00,0.00,43626.00,2321685.00,756041.00,153872.00,207303.00,361628.00,171484.00,228423.00,,85051.00,31121.00,1994923.00,-29226.00,-4282.00,0.00,8043.00,16085.00,-55561.00,-64941.00,261821.00,59052.00,202769.00,0.00,0.00,0.00,,0.00,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10261,A,3,3,2024,4
234236.00,322504.00,1914084.00,9366.00,,26389.00,98808.00,,7067.00,340.00,,46014.00,28894.00,4492.00,608195.00,2743648.00,797027.00,180847.00,193578.00,333015.00,120169.00,268820.00,,105336.00,422353.00,2421144.00,-24444.00,6093.00,0.00,-4155.00,-3265.00,21147.00,-4623.00,317881.00,83645.00,234236.00,0.00,0.00,0.00,,0.00,19930,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,06031,D,3,3,2024,2
254814.00,270750.00,5867047.00,0.00,,43536.00,20438.00,,2898.00,0.00,,,781528.00,0.00,43712.00,6759159.00,2589409.00,621679.00,590319.00,1349521.00,342940.00,563991.00,,395443.00,35107.00,6488409.00,-58191.00,11397.00,688.00,0.00,,95771.00,49665.00,320415.00,65601.00,254814.00,0.00,0.00,0.00,254814.00,0.00,19393,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,06725,D,3,3,2024,4
276195.68,367437.67,582447.51,0.00,,82.86,54375.35,,0.00,0.00,,3463.23,3023.87,0.00,51379.77,694772.58,144694.16,32045.12,31028.50,64552.15,15322.41,17993.79,,21633.94,64.85,327334.91,-13039.89,437.72,-74.07,289.48,83.03,6845.39,-5458.35,361979.32,85783.63,276195.68,0.00,0.00,0.00,0.00,0.00,20409,B6,JetBlue Airways,B6,JetBlue Airways,16673,L,3,3,2024,3
295956.00,383431.00,,0.00,,1207654.00,,,,40220.00,,,2347.00,,806637.00,2056858.00,365577.00,147494.00,,222236.00,19983.00,133653.00,,111256.00,673228.00,1673427.00,-656.00,-6218.00,4236.00,0.00,,11628.00,8990.00,392421.00,96465.00,295956.00,,,,,,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,16197,P,3,3,2024,3
314058.00,406387.00,2024632.00,8829.00,,30081.00,112999.00,,8419.00,417.00,,40423.00,28255.00,4681.00,610859.00,2869593.00,825612.00,190269.00,204445.00,385500.00,121280.00,204883.00,,111291.00,419926.00,2463206.00,-25786.00,5007.00,0.00,-1719.00,-3762.00,21077.00,-5183.00,401204.00,87146.00,314058.00,0.00,0.00,0.00,,0.00,19930,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,06031,D,3,3,2024,3
324087.87,492623.44,3189905.65,4955.11,,111469.86,33580.54,,,,,6859.92,927.09,,84116.46,3431814.62,1215629.31,281968.50,350632.44,415948.49,178251.28,252434.93,,195824.46,48501.76,2939191.18,-88224.33,61732.01,210.59,,,-34334.61,-60616.34,432007.10,107919.23,324087.87,,,,324087.87,,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10874,A,3,3,2024,3
355477.00,385424.00,6201204.00,0.00,,44062.00,21071.00,,2352.00,0.00,,,807091.00,0.00,42502.00,7118282.00,2814403.00,641920.00,530069.00,1269254.00,382315.00,658456.00,,401235.00,35206.00,6732858.00,-60364.00,7408.00,-1250.00,0.00,,131656.00,77450.00,462874.00,107397.00,355477.00,0.00,0.00,0.00,355477.00,0.00,19393,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,06725,D,3,3,2024,2
383660.00,521293.00,,0.00,,1300722.00,,,,27568.00,,,27207.00,,868799.00,2224296.00,372340.00,151243.00,,227239.00,21904.00,120270.00,,112563.00,697444.00,1703003.00,-1156.00,-4572.00,-7816.00,0.00,,6202.00,-7342.00,513951.00,130291.00,383660.00,,,,,,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,16197,P,3,3,2024,4
400101.61,565258.27,3053185.80,5232.60,,103096.49,29517.59,,,,,6151.36,999.14,,79154.08,3277337.07,1158015.89,230592.31,312658.09,370113.36,187044.99,221523.90,,184065.60,48064.68,2712078.80,-95170.89,61123.04,-2896.59,,,-2482.81,-39427.24,525831.03,125729.42,400101.61,,,,400101.61,,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10874,A,3,3,2024,2
428536.00,623769.00,2662908.00,4562.00,,73413.00,27609.00,,2146.00,0.00,,5410.00,374809.00,0.00,58685.00,3209542.00,1002571.00,192161.00,270479.00,436917.00,224050.00,315388.00,,101503.00,42704.00,2585773.00,-41713.00,-4827.00,0.00,-2069.00,0.00,-47041.00,-95650.00,528119.00,99583.00,428536.00,0.00,0.00,0.00,,0.00,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10261,A,3,3,2024,2
545143.00,554854.00,2849952.00,4409.00,,75352.00,30945.00,,4848.00,0.00,,7770.00,409422.00,0.00,61342.00,3444040.00,1086298.00,201131.00,346855.00,533285.00,255777.00,306677.00,,114201.00,44962.00,2889186.00,-44850.00,-6168.00,0.00,8162.00,16013.00,86692.00,59849.00,614703.00,69560.00,545143.00,0.00,0.00,0.00,,0.00,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10261,A,3,3,2024,3
590231.81,900734.29,6107080.45,1823.12,,105345.64,251073.72,,52716.60,,,15964.80,1717.60,,2192005.36,8727727.30,2395833.69,700520.84,547734.51,1597208.54,409019.99,664049.14,,373895.27,1138731.02,7826993.01,-197792.90,126198.67,2775.57,,,-71413.25,-140231.91,760502.39,170270.58,590231.81,,,,590231.81,,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,0A875,D,3,3,2024,3
607886.00,1150917.00,7038218.00,1842.00,,75433.00,198570.00,,123802.00,2119.00,,24416.00,1024967.00,0.00,2903877.00,11393244.00,2721495.00,837623.00,886502.00,1546455.00,733331.00,976822.00,,468610.00,2071489.00,10242327.00,-124981.00,-18310.00,-12803.00,34396.00,68784.00,-237591.00,-290505.00,860412.00,252526.00,607886.00,0.00,0.00,0.00,,0.00,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,01260,D,3,3,2024,4
613626.91,1214678.51,6852963.15,505.25,,13664.53,298529.96,,7267.37,0.00,,18700.04,588625.11,0.00,2164559.67,9944815.08,2830288.36,972309.54,630269.67,903158.27,338522.72,936218.37,0.00,294513.43,1824856.22,8730136.57,-465256.11,-45332.23,-2352.25,0.00,0.00,278861.89,-234078.70,980599.81,366972.91,613626.91,0.00,0.00,0.00,,0.00,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,0A050,D,3,3,2024,2
674907.40,1106098.56,6506646.62,450.72,,12765.37,292977.74,,21751.83,0.00,,23137.72,664457.88,0.00,2206507.67,9728695.54,2557326.87,1047384.74,667102.80,916846.59,361207.28,961302.82,0.00,322443.77,1788982.10,8622596.98,-442741.56,-50820.77,-16422.38,0.00,0.00,296175.06,-213809.65,892288.91,217381.51,674907.40,0.00,0.00,0.00,,0.00,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,0A050,D,3,3,2024,4
675750.00,703800.00,6733359.00,799.00,,66115.00,190078.00,,63911.00,1092.00,,26076.00,895618.00,0.00,2712578.00,10689626.00,2846160.00,795473.00,936843.00,1440381.00,690844.00,828322.00,,459563.00,1988240.00,9985826.00,-121139.00,-16658.00,-1810.00,22044.00,43250.00,234142.00,159829.00,863629.00,187879.00,675750.00,0.00,0.00,0.00,,0.00,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,01260,D,3,3,2024,3
677163.42,970620.92,6354059.46,4165.45,,109662.04,238415.03,,56850.64,,,15804.33,1840.81,,2305568.11,9086365.85,2284359.82,829797.18,553512.96,1672217.47,431361.74,789155.76,,405265.86,1150074.16,8115744.94,-197445.33,122570.36,-16243.33,,,-14143.41,-105261.70,865359.22,188195.80,677163.42,,,,677163.42,,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,0A875,D,3,3,2024,4
824105.00,1444118.00,7360094.00,1068.00,,64518.00,217751.00,,56399.00,1052.00,,27904.00,941885.00,0.00,3015430.00,11686101.00,2843894.00,832063.00,851729.00,1375832.00,705526.00,993146.00,,445527.00,2194266.00,10241983.00,-131354.00,-15201.00,-5220.00,-6516.00,0.00,-148140.00,-306431.00,1137687.00,313582.00,824105.00,0.00,0.00,0.00,,0.00,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,01260,D,3,3,2024,2
835111.50,1159271.87,6271761.08,1816.49,,97587.62,244390.73,,29955.60,,,15361.42,1942.03,,2201168.49,8863983.44,2414553.39,699756.18,524118.70,1566805.46,445731.63,584797.21,,361065.55,1107883.46,7704711.58,-219718.51,130280.88,-3435.94,,,-1268.61,-94142.17,1065129.70,230018.20,835111.50,,,,835111.50,,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,0A875,D,3,3,2024,2
953401.00,1228194.00,,0.00,,3320128.00,,,,7758.00,,,181524.00,,10378665.00,13888075.00,770166.00,349974.00,,392460.00,19601.00,279066.00,,296532.00,10552082.00,12659881.00,-4965.00,-47042.00,,0.00,,87970.00,35963.00,1264157.00,310756.00,953401.00,,,,,,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,06200,D,3,3,2024,3
1088924.00,1497730.00,,0.00,,3168453.00,,,,1452.00,,,52327.00,,6018248.00,9240480.00,977766.00,365031.00,,419424.00,15365.00,485599.00,,250724.00,5228841.00,7742750.00,-9157.00,-8922.00,,0.00,,43129.00,25050.00,1522780.00,433856.00,1088924.00,,,,,,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,06200,D,3,3,2024,2
1114720.00,1410354.00,,0.00,,3005235.00,,,,1434.00,,,57539.00,,3395222.00,6459430.00,877082.00,383504.00,,422374.00,16758.00,438977.00,,248478.00,2661903.00,5049076.00,-7926.00,-3035.00,,0.00,,-28422.00,-39383.00,1370971.00,256251.00,1114720.00,,,,,,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,06200,D,3,3,2024,1
1369322.00,1830548.00,,0.00,,3482030.00,,,,11101.00,,,147146.00,,11844713.00,15484990.00,680961.00,317548.00,,389661.00,15686.00,225440.00,,273852.00,11751294.00,13654442.00,-9268.00,-36657.00,,0.00,,49724.00,3799.00,1834347.00,465025.00,1369322.00,,,,,,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,06200,D,3,3,2024,4
